epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,49.1477,0.7428,0.59446,0.88415,0.84812,0.67285,0.71921,0.70821,0.98523,1.48782,1.36732,0.000587551,0.000587551,0.000587551
136,49.5184,0.93149,0.68786,0.97302,0.85853,0.62948,0.71919,0.69695,1.05071,1.59114,1.4422,0.000582435,0.000582435,0.000582435
137,49.8559,0.81862,0.72711,0.90384,0.85853,0.62948,0.71919,0.69695,1.05071,1.59114,1.4422,0.000577311,0.000577311,0.000577311
138,50.205,0.81877,0.70733,0.92926,0.86481,0.62958,0.71927,0.66386,1.01184,1.55879,1.42779,0.000572179,0.000572179,0.000572179
139,50.5646,0.79949,0.67638,0.8973,0.86481,0.62958,0.71927,0.66386,1.01184,1.55879,1.42779,0.00056704,0.00056704,0.00056704
140,50.9288,0.68511,0.63289,0.87913,0.8981,0.64626,0.71932,0.66391,0.95932,1.49918,1.38852,0.000561894,0.000561894,0.000561894
141,51.2731,0.81804,0.73961,0.93991,0.8981,0.64626,0.71932,0.66391,0.95932,1.49918,1.38852,0.000556742,0.000556742,0.000556742
142,51.6358,0.82652,0.6859,0.90409,0.89454,0.69267,0.71941,0.70841,0.91328,1.43469,1.3448,0.000551584,0.000551584,0.000551584
143,51.9799,0.73392,0.6663,0.88459,0.89454,0.69267,0.71941,0.70841,0.91328,1.43469,1.3448,0.000546421,0.000546421,0.000546421
144,52.3498,0.70383,0.60394,0.85448,0.84481,0.72222,0.71951,0.69199,0.87545,1.37287,1.29901,0.000541253,0.000541253,0.000541253
145,52.7035,0.76346,0.62658,0.86022,0.84481,0.72222,0.71951,0.69199,0.87545,1.37287,1.29901,0.000536081,0.000536081,0.000536081
146,53.0709,0.77945,0.62955,0.87096,0.8177,0.72222,0.71952,0.69199,0.82338,1.42203,1.25676,0.000530906,0.000530906,0.000530906
147,53.4194,0.61409,0.60814,0.87334,0.8177,0.72222,0.71952,0.69199,0.82338,1.42203,1.25676,0.000525728,0.000525728,0.000525728
148,53.8635,0.70618,0.60132,0.88253,0.69262,0.72222,0.71957,0.6973,0.87398,1.50447,1.27785,0.000520548,0.000520548,0.000520548
149,54.2078,0.82513,0.60823,0.90236,0.69262,0.72222,0.71957,0.6973,0.87398,1.50447,1.27785,0.000515366,0.000515366,0.000515366
150,54.5661,0.81168,0.60661,0.85286,0.64633,0.72222,0.71954,0.69728,0.92374,1.60811,1.29117,0.000510184,0.000510184,0.000510184
151,54.9053,0.71004,0.55698,0.85608,0.64633,0.72222,0.71954,0.69728,0.92374,1.60811,1.29117,0.000505,0.000505,0.000505
152,55.2602,0.70773,0.62827,0.8364,0.62201,0.72222,0.71953,0.6641,0.9369,1.69308,1.3084,0.000499816,0.000499816,0.000499816
153,55.6195,0.72059,0.66958,0.94863,0.62201,0.72222,0.71953,0.6641,0.9369,1.69308,1.3084,0.000494634,0.000494634,0.000494634
154,56.0059,0.77323,0.6468,0.86709,0.62743,0.72222,0.71956,0.66413,0.91656,1.70214,1.2858,0.000489452,0.000489452,0.000489452
155,56.3495,0.76473,0.64752,0.87067,0.62743,0.72222,0.71956,0.66413,0.91656,1.70214,1.2858,0.000484272,0.000484272,0.000484272
156,56.7186,0.74633,0.63174,0.88656,0.68038,0.72222,0.72056,0.70872,0.89991,1.63799,1.28095,0.000479094,0.000479094,0.000479094
157,57.0692,0.6616,0.55845,0.83696,0.68038,0.72222,0.72056,0.70872,0.89991,1.63799,1.28095,0.000473919,0.000473919,0.000473919
158,57.4398,0.60882,0.54281,0.84574,0.82056,0.72222,0.71974,0.67557,0.97737,1.61716,1.35355,0.000468747,0.000468747,0.000468747
159,57.7762,0.69125,0.58615,0.85858,0.82056,0.72222,0.71974,0.67557,0.97737,1.61716,1.35355,0.000463579,0.000463579,0.000463579
160,58.1488,0.7178,0.62939,0.91613,0.93472,0.72222,0.71977,0.6756,0.99136,1.5478,1.37455,0.000458416,0.000458416,0.000458416
161,58.4896,0.83917,0.62635,0.86389,0.93472,0.72222,0.71977,0.6756,0.99136,1.5478,1.37455,0.000453258,0.000453258,0.000453258
162,58.8507,0.70717,0.58495,0.88273,0.95037,0.72222,0.71987,0.6757,0.88579,1.3881,1.27839,0.000448106,0.000448106,0.000448106
163,59.1867,0.62487,0.59199,0.88569,0.95037,0.72222,0.71987,0.6757,0.88579,1.3881,1.27839,0.00044296,0.00044296,0.00044296
164,59.5615,0.71038,0.58747,0.86938,0.95614,0.72222,0.71992,0.67575,0.85939,1.29613,1.23365,0.000437821,0.000437821,0.000437821
165,59.9072,0.82394,0.65151,0.86796,0.95614,0.72222,0.71992,0.67575,0.85939,1.29613,1.23365,0.000432689,0.000432689,0.000432689
166,60.3526,0.65506,0.57743,0.88235,0.96396,0.72222,0.7201,0.67593,0.95588,1.271,1.31212,0.000427565,0.000427565,0.000427565
167,60.7133,0.74008,0.67458,0.8649,0.96396,0.72222,0.7201,0.67593,0.95588,1.271,1.31212,0.000422449,0.000422449,0.000422449
168,61.0894,0.70507,0.60701,0.92534,0.96967,0.72222,0.72004,0.67588,1.03765,1.29826,1.41128,0.000417343,0.000417343,0.000417343
169,61.4324,0.65594,0.58749,0.89392,0.96967,0.72222,0.72004,0.67588,1.03765,1.29826,1.41128,0.000412246,0.000412246,0.000412246
170,61.7928,0.57188,0.53964,0.8291,0.96502,0.72222,0.72024,0.67607,1.03746,1.29664,1.4079,0.00040716,0.00040716,0.00040716
171,62.1423,0.66974,0.55313,0.84819,0.96502,0.72222,0.72024,0.67607,1.03746,1.29664,1.4079,0.000402084,0.000402084,0.000402084
172,62.5056,0.74647,0.57445,0.90899,0.95742,0.72222,0.72027,0.6761,0.99363,1.3052,1.35776,0.000397019,0.000397019,0.000397019
173,62.845,0.71073,0.55547,0.89873,0.95742,0.72222,0.72027,0.6761,0.99363,1.3052,1.35776,0.000391966,0.000391966,0.000391966
174,63.2042,0.61604,0.52585,0.85137,0.95354,0.72222,0.72019,0.67603,0.96259,1.29171,1.32243,0.000386926,0.000386926,0.000386926
175,63.5329,0.70809,0.57301,0.89411,0.95354,0.72222,0.72019,0.67603,0.96259,1.29171,1.32243,0.000381899,0.000381899,0.000381899
176,63.8946,0.6428,0.53395,0.87694,0.94573,0.72222,0.72002,0.67585,0.92471,1.26239,1.27905,0.000376885,0.000376885,0.000376885
177,64.2409,0.75908,0.59422,0.91685,0.94573,0.72222,0.72002,0.67585,0.92471,1.26239,1.27905,0.000371885,0.000371885,0.000371885
178,64.6011,0.69303,0.63336,0.84793,0.93954,0.72222,0.71996,0.67579,0.87823,1.24789,1.24781,0.000366899,0.000366899,0.000366899
179,64.9498,0.76724,0.58755,0.89882,0.93954,0.72222,0.71996,0.67579,0.87823,1.24789,1.24781,0.000361929,0.000361929,0.000361929
180,65.3149,0.6967,0.53382,0.86068,0.91888,0.72222,0.72004,0.67587,0.91131,1.33466,1.27515,0.000356975,0.000356975,0.000356975
181,65.6628,0.68823,0.57182,0.85714,0.91888,0.72222,0.72004,0.67587,0.91131,1.33466,1.27515,0.000352037,0.000352037,0.000352037
182,66.0367,0.75267,0.5827,0.84411,0.92028,0.72222,0.71995,0.67578,0.92346,1.40221,1.28797,0.000347115,0.000347115,0.000347115
183,66.3867,0.79703,0.63166,0.9085,0.92028,0.72222,0.71995,0.67578,0.92346,1.40221,1.28797,0.000342211,0.000342211,0.000342211
184,66.8342,0.80195,0.6319,0.94199,0.91536,0.72222,0.71987,0.70887,0.92627,1.42496,1.2927,0.000337325,0.000337325,0.000337325
185,67.1953,0.70872,0.553,0.8507,0.91536,0.72222,0.71987,0.70887,0.92627,1.42496,1.2927,0.000332457,0.000332457,0.000332457
186,67.555,0.65128,0.55512,0.87601,0.93296,0.72222,0.71983,0.67566,0.91993,1.39417,1.28476,0.000327608,0.000327608,0.000327608
187,67.8891,0.60859,0.51188,0.83676,0.93296,0.72222,0.71983,0.67566,0.91993,1.39417,1.28476,0.000322778,0.000322778,0.000322778
188,68.2348,0.65011,0.53113,0.84785,0.95533,0.72222,0.71993,0.67018,0.91473,1.34212,1.27309,0.000317969,0.000317969,0.000317969
189,68.5814,0.61167,0.52563,0.85034,0.95533,0.72222,0.71993,0.67018,0.91473,1.34212,1.27309,0.00031318,0.00031318,0.00031318
190,68.9552,0.70997,0.54416,0.86699,0.96073,0.72222,0.72007,0.67032,0.90132,1.32913,1.26488,0.000308412,0.000308412,0.000308412
191,69.2986,0.58809,0.55704,0.83462,0.96073,0.72222,0.72007,0.67032,0.90132,1.32913,1.26488,0.000303665,0.000303665,0.000303665
192,69.6648,0.70152,0.63535,0.86583,0.96399,0.72222,0.72011,0.70353,0.85944,1.28348,1.23968,0.000298941,0.000298941,0.000298941
193,70.017,0.54895,0.58295,0.87358,0.96399,0.72222,0.72011,0.70353,0.85944,1.28348,1.23968,0.000294239,0.000294239,0.000294239
194,70.385,0.59812,0.49891,0.88061,0.96196,0.72222,0.72016,0.70357,0.82688,1.22565,1.21616,0.000289561,0.000289561,0.000289561
195,70.7154,0.57451,0.50615,0.84491,0.96196,0.72222,0.72016,0.70357,0.82688,1.22565,1.21616,0.000284906,0.000284906,0.000284906
196,71.0723,0.57595,0.51569,0.85351,0.96035,0.72222,0.72038,0.70379,0.81084,1.22209,1.20103,0.000280275,0.000280275,0.000280275
197,71.4197,0.60586,0.52508,0.86723,0.96035,0.72222,0.72038,0.70379,0.81084,1.22209,1.20103,0.000275668,0.000275668,0.000275668
198,71.7772,0.59051,0.50875,0.83744,0.95463,0.72222,0.72037,0.68726,0.78868,1.22608,1.18395,0.000271087,0.000271087,0.000271087
199,72.1359,0.56327,0.48769,0.83243,0.95463,0.72222,0.72037,0.68726,0.78868,1.22608,1.18395,0.000266532,0.000266532,0.000266532
200,72.5103,0.61921,0.58565,0.82673,0.94579,0.72222,0.72026,0.68714,0.77399,1.243,1.17078,0.000262003,0.000262003,0.000262003
201,72.9298,0.60991,0.49774,0.85963,0.94579,0.72222,0.72026,0.68714,0.77399,1.243,1.17078,0.0002575,0.0002575,0.0002575
202,73.2827,0.60669,0.5246,0.83589,0.93936,0.72222,0.7203,0.68719,0.78384,1.24069,1.17444,0.000253024,0.000253024,0.000253024
203,73.6458,0.5887,0.50671,0.82792,0.93936,0.72222,0.7203,0.68719,0.78384,1.24069,1.17444,0.000248577,0.000248577,0.000248577
204,74.0079,0.567,0.51744,0.85807,0.93544,0.72222,0.72024,0.70366,0.79411,1.26047,1.17818,0.000244157,0.000244157,0.000244157
205,74.3582,0.63514,0.56802,0.84872,0.93544,0.72222,0.72024,0.70366,0.79411,1.26047,1.17818,0.000239766,0.000239766,0.000239766
206,74.7221,0.58449,0.53445,0.83771,0.93178,0.72222,0.72024,0.70366,0.81783,1.27399,1.20002,0.000235404,0.000235404,0.000235404
207,75.0684,0.60004,0.49492,0.80796,0.93178,0.72222,0.72024,0.70366,0.81783,1.27399,1.20002,0.000231071,0.000231071,0.000231071
208,75.4308,0.57937,0.47972,0.84796,0.9262,0.72222,0.72032,0.70373,0.8271,1.3123,1.21006,0.000226769,0.000226769,0.000226769
209,75.7726,0.59513,0.52668,0.84536,0.9262,0.72222,0.72032,0.70373,0.8271,1.3123,1.21006,0.000222497,0.000222497,0.000222497
210,76.1141,0.61743,0.5837,0.88789,0.92349,0.72222,0.72027,0.70368,0.8359,1.31681,1.21718,0.000218256,0.000218256,0.000218256
211,76.4614,0.66511,0.5411,0.85494,0.92349,0.72222,0.72027,0.70368,0.8359,1.31681,1.21718,0.000214046,0.000214046,0.000214046
212,76.8328,0.66177,0.53137,0.85055,0.91881,0.72222,0.72033,0.70375,0.80927,1.27465,1.20704,0.000209869,0.000209869,0.000209869
213,77.1773,0.6516,0.5425,0.81969,0.91881,0.72222,0.72033,0.70375,0.80927,1.27465,1.20704,0.000205723,0.000205723,0.000205723
214,77.5371,0.58873,0.48499,0.85188,0.92347,0.72222,0.72029,0.70371,0.79999,1.27845,1.21328,0.000201611,0.000201611,0.000201611
215,77.8841,0.66119,0.50151,0.85251,0.92347,0.72222,0.72029,0.70371,0.79999,1.27845,1.21328,0.000197532,0.000197532,0.000197532
216,78.2309,0.64708,0.54101,0.91956,0.92932,0.72222,0.72029,0.70929,0.8054,1.28261,1.21954,0.000193486,0.000193486,0.000193486
217,78.5951,0.69367,0.59371,0.88455,0.92932,0.72222,0.72029,0.70929,0.8054,1.28261,1.21954,0.000189475,0.000189475,0.000189475
218,78.9587,0.54398,0.48451,0.83034,0.93283,0.72222,0.72016,0.70915,0.80823,1.25663,1.22286,0.000185498,0.000185498,0.000185498
219,79.3754,0.6355,0.45959,0.84683,0.93283,0.72222,0.72016,0.70915,0.80823,1.25663,1.22286,0.000181557,0.000181557,0.000181557
220,79.7439,0.60746,0.49116,0.85395,0.93497,0.72222,0.71996,0.70896,0.81421,1.25633,1.22346,0.000177651,0.000177651,0.000177651
221,80.0928,0.6572,0.50489,0.85042,0.93497,0.72222,0.71996,0.70896,0.81421,1.25633,1.22346,0.00017378,0.00017378,0.00017378
222,80.4432,0.55665,0.47394,0.81944,0.9358,0.72222,0.71995,0.66448,0.82345,1.25754,1.22737,0.000169946,0.000169946,0.000169946
223,80.7905,0.78263,0.6068,0.92148,0.9358,0.72222,0.71995,0.66448,0.82345,1.25754,1.22737,0.000166149,0.000166149,0.000166149
224,81.1592,0.7049,0.55939,0.87177,0.93598,0.72222,0.72075,0.67576,0.81606,1.25371,1.22284,0.000162389,0.000162389,0.000162389
225,81.5092,0.49655,0.49084,0.82591,0.93598,0.72222,0.72075,0.67576,0.81606,1.25371,1.22284,0.000158667,0.000158667,0.000158667
226,81.8683,0.62122,0.62312,0.88509,0.93404,0.72222,0.72066,0.67569,0.80071,1.24428,1.21786,0.000154982,0.000154982,0.000154982
227,82.2212,0.66377,0.52085,0.85349,0.93404,0.72222,0.72066,0.67569,0.80071,1.24428,1.21786,0.000151336,0.000151336,0.000151336
228,82.5973,0.52547,0.48512,0.82655,0.93849,0.72222,0.7206,0.70878,0.78148,1.23445,1.21048,0.000147729,0.000147729,0.000147729
229,82.9428,0.65318,0.54864,0.86847,0.93849,0.72222,0.7206,0.70878,0.78148,1.23445,1.21048,0.000144161,0.000144161,0.000144161
230,83.3036,0.6226,0.53106,0.83266,0.94053,0.72222,0.7196,0.7086,0.78678,1.24236,1.21512,0.000140632,0.000140632,0.000140632
231,83.6611,0.67087,0.51145,0.87178,0.94053,0.72222,0.7196,0.7086,0.78678,1.24236,1.21512,0.000137143,0.000137143,0.000137143
232,84.0268,0.58184,0.52733,0.8481,0.94651,0.72222,0.71958,0.70858,0.80021,1.24664,1.22014,0.000133695,0.000133695,0.000133695
233,84.3585,0.53774,0.50183,0.85494,0.94651,0.72222,0.71958,0.70858,0.80021,1.24664,1.22014,0.000130287,0.000130287,0.000130287
234,84.7135,0.73159,0.54702,0.86521,0.94829,0.72222,0.7196,0.7086,0.81448,1.24186,1.22111,0.000126921,0.000126921,0.000126921
235,85.0534,0.56501,0.47708,0.85218,0.94829,0.72222,0.7196,0.7086,0.81448,1.24186,1.22111,0.000123596,0.000123596,0.000123596
236,85.4125,0.63957,0.52216,0.87853,0.95223,0.72222,0.7196,0.70859,0.82887,1.25721,1.22559,0.000120313,0.000120313,0.000120313
237,85.815,0.63975,0.50099,0.84795,0.95223,0.72222,0.7196,0.70859,0.82887,1.25721,1.22559,0.000117072,0.000117072,0.000117072
238,86.1906,0.56018,0.53117,0.8718,0.95563,0.72222,0.71961,0.66418,0.85231,1.26618,1.23474,0.000113873,0.000113873,0.000113873
239,86.5368,0.60909,0.48891,0.8344,0.95563,0.72222,0.71961,0.66418,0.85231,1.26618,1.23474,0.000110718,0.000110718,0.000110718
240,86.8885,0.62257,0.48624,0.83172,0.96033,0.72222,0.7196,0.66417,0.87701,1.28301,1.24185,0.000107605,0.000107605,0.000107605
241,87.2612,0.60833,0.49901,0.83629,0.96033,0.72222,0.7196,0.66417,0.87701,1.28301,1.24185,0.000104537,0.000104537,0.000104537
242,87.635,0.56836,0.46255,0.82549,0.96361,0.72222,0.71961,0.66418,0.9126,1.29179,1.25279,0.000101512,0.000101512,0.000101512
243,87.9847,0.59842,0.50885,0.85564,0.96361,0.72222,0.71961,0.66418,0.9126,1.29179,1.25279,9.85311e-05,9.85311e-05,9.85311e-05
244,88.3413,0.53675,0.46072,0.81948,0.96462,0.72222,0.71966,0.66423,0.9397,1.29331,1.26092,9.55951e-05,9.55951e-05,9.55951e-05
245,88.6859,0.52771,0.44627,0.83989,0.96462,0.72222,0.71966,0.66423,0.9397,1.29331,1.26092,9.2704e-05,9.2704e-05,9.2704e-05
246,89.0631,0.58021,0.53371,0.81842,0.96417,0.72222,0.71967,0.66424,0.9479,1.31115,1.26461,8.98581e-05,8.98581e-05,8.98581e-05
247,89.4399,0.52612,0.4425,0.81658,0.96417,0.72222,0.71967,0.66424,0.9479,1.31115,1.26461,8.70577e-05,8.70577e-05,8.70577e-05
248,89.8096,0.60611,0.53195,0.86673,0.96356,0.72222,0.71966,0.66423,0.93668,1.29234,1.25724,8.43031e-05,8.43031e-05,8.43031e-05
249,90.1569,0.53763,0.50773,0.84136,0.96356,0.72222,0.71966,0.66423,0.93668,1.29234,1.25724,8.15947e-05,8.15947e-05,8.15947e-05
250,90.5129,0.57336,0.46946,0.86123,0.96291,0.72222,0.71971,0.66427,0.92095,1.28911,1.2487,7.89327e-05,7.89327e-05,7.89327e-05
251,90.8896,0.5061,0.46781,0.83897,0.96291,0.72222,0.71971,0.66427,0.92095,1.28911,1.2487,7.63174e-05,7.63174e-05,7.63174e-05
252,91.2607,0.58797,0.53249,0.83896,0.96303,0.72222,0.71971,0.66427,0.90761,1.27571,1.23918,7.37492e-05,7.37492e-05,7.37492e-05
253,91.5954,0.52141,0.4724,0.85154,0.96303,0.72222,0.71971,0.66427,0.90761,1.27571,1.23918,7.12282e-05,7.12282e-05,7.12282e-05
254,92.0425,0.57009,0.50279,0.85596,0.96304,0.72222,0.71976,0.66432,0.8931,1.25853,1.23037,6.87548e-05,6.87548e-05,6.87548e-05
255,92.3909,0.56492,0.53153,0.83688,0.96304,0.72222,0.71976,0.66432,0.8931,1.25853,1.23037,6.63292e-05,6.63292e-05,6.63292e-05
256,92.7889,0.53323,0.4766,0.84546,0.9638,0.72222,0.71977,0.66432,0.88706,1.23723,1.23244,6.39518e-05,6.39518e-05,6.39518e-05
257,93.1463,0.63489,0.485,0.85183,0.9638,0.72222,0.71977,0.66432,0.88706,1.23723,1.23244,6.16227e-05,6.16227e-05,6.16227e-05
258,93.5113,0.63105,0.49338,0.85255,0.96338,0.72222,0.71978,0.66433,0.87048,1.22084,1.21126,5.93422e-05,5.93422e-05,5.93422e-05
259,93.84,0.61264,0.53062,0.84349,0.96338,0.72222,0.71978,0.66433,0.87048,1.22084,1.21126,5.71106e-05,5.71106e-05,5.71106e-05
260,94.1925,0.53185,0.47317,0.85277,0.9632,0.72222,0.71974,0.6643,0.86455,1.21666,1.20483,5.49281e-05,5.49281e-05,5.49281e-05
261,94.5211,0.62486,0.53132,0.81919,0.9632,0.72222,0.71974,0.6643,0.86455,1.21666,1.20483,5.2795e-05,5.2795e-05,5.2795e-05
262,94.8836,0.53523,0.44132,0.83619,0.96347,0.72222,0.71977,0.66432,0.85326,1.19524,1.19666,5.07115e-05,5.07115e-05,5.07115e-05
263,95.2343,0.53266,0.52552,0.84626,0.96347,0.72222,0.71977,0.66432,0.85326,1.19524,1.19666,4.86777e-05,4.86777e-05,4.86777e-05
264,95.5948,0.50902,0.50256,0.88423,0.96283,0.72222,0.71977,0.66432,0.83093,1.17734,1.18377,4.66941e-05,4.66941e-05,4.66941e-05
265,95.9646,0.59438,0.51166,0.85995,0.96283,0.72222,0.71977,0.66432,0.83093,1.17734,1.18377,4.47606e-05,4.47606e-05,4.47606e-05
266,96.3402,0.51682,0.44773,0.83628,0.96301,0.72222,0.71978,0.66433,0.81774,1.17186,1.1752,4.28777e-05,4.28777e-05,4.28777e-05
267,96.6647,0.62969,0.48698,0.82027,0.96301,0.72222,0.71978,0.66433,0.81774,1.17186,1.1752,4.10454e-05,4.10454e-05,4.10454e-05
268,97.0267,0.54137,0.52042,0.85894,0.96318,0.72222,0.71983,0.67566,0.81517,1.17068,1.17405,3.9264e-05,3.9264e-05,3.9264e-05
269,97.376,0.58437,0.49087,0.8538,0.96318,0.72222,0.71983,0.67566,0.81517,1.17068,1.17405,3.75337e-05,3.75337e-05,3.75337e-05
270,97.7423,0.4999,0.46265,0.82862,0.96286,0.72222,0.71988,0.67571,0.81252,1.18342,1.17609,3.58546e-05,3.58546e-05,3.58546e-05
271,98.0929,0.5306,0.45545,0.86065,0.96286,0.72222,0.71988,0.67571,0.81252,1.18342,1.17609,3.4227e-05,3.4227e-05,3.4227e-05
272,98.5206,0.50957,0.45324,0.8164,0.96129,0.72222,0.71985,0.67568,0.79749,1.17927,1.16771,3.2651e-05,3.2651e-05,3.2651e-05
273,98.8822,0.56379,0.46666,0.83348,0.96129,0.72222,0.71985,0.67568,0.79749,1.17927,1.16771,3.11268e-05,3.11268e-05,3.11268e-05
274,99.2512,0.57564,0.50387,0.8564,0.96092,0.72222,0.71982,0.67565,0.79446,1.18005,1.16493,2.96546e-05,2.96546e-05,2.96546e-05
275,99.6162,0.49562,0.41853,0.83216,0.96092,0.72222,0.71982,0.67565,0.79446,1.18005,1.16493,2.82345e-05,2.82345e-05,2.82345e-05
276,99.9897,0.59908,0.49091,0.85033,0.9614,0.72222,0.71987,0.67571,0.7912,1.18125,1.16923,2.68667e-05,2.68667e-05,2.68667e-05
277,100.344,0.57382,0.49496,0.86718,0.9614,0.72222,0.71987,0.67571,0.7912,1.18125,1.16923,2.55513e-05,2.55513e-05,2.55513e-05
278,100.728,0.55197,0.48475,0.84286,0.96197,0.72222,0.71992,0.70892,0.80021,1.19798,1.17584,2.42885e-05,2.42885e-05,2.42885e-05
279,101.064,0.54015,0.45629,0.8699,0.96197,0.72222,0.71992,0.70892,0.80021,1.19798,1.17584,2.30784e-05,2.30784e-05,2.30784e-05
280,101.449,0.58348,0.51215,0.84413,0.96249,0.72222,0.71996,0.70895,0.79117,1.17549,1.17031,2.19212e-05,2.19212e-05,2.19212e-05
281,101.802,0.62256,0.47637,0.83418,0.96249,0.72222,0.71996,0.70895,0.79117,1.17549,1.17031,2.08169e-05,2.08169e-05,2.08169e-05
282,102.165,0.6045,0.46579,0.85448,0.96224,0.72222,0.71991,0.7089,0.77583,1.15958,1.16075,1.97658e-05,1.97658e-05,1.97658e-05
283,102.521,0.53821,0.47632,0.83422,0.96224,0.72222,0.71991,0.7089,0.77583,1.15958,1.16075,1.87678e-05,1.87678e-05,1.87678e-05
284,102.879,0.62423,0.48453,0.84828,0.96222,0.72222,0.71994,0.70894,0.7861,1.17029,1.16595,1.78232e-05,1.78232e-05,1.78232e-05
285,103.223,0.54246,0.45149,0.83469,0.96222,0.72222,0.71994,0.70894,0.7861,1.17029,1.16595,1.6932e-05,1.6932e-05,1.6932e-05
286,103.596,0.5578,0.465,0.84348,0.96261,0.72222,0.71995,0.70895,0.76793,1.14981,1.15568,1.60943e-05,1.60943e-05,1.60943e-05
287,103.946,0.57853,0.55145,0.85684,0.96261,0.72222,0.71995,0.70895,0.76793,1.14981,1.15568,1.53102e-05,1.53102e-05,1.53102e-05
288,104.319,0.51647,0.45489,0.84256,0.96222,0.72222,0.71996,0.70896,0.76206,1.14113,1.15175,1.45798e-05,1.45798e-05,1.45798e-05
289,104.679,0.55536,0.45495,0.8213,0.96222,0.72222,0.71996,0.70896,0.76206,1.14113,1.15175,1.39032e-05,1.39032e-05,1.39032e-05
290,105.119,0.5346,0.48604,0.83303,0.96302,0.72222,0.71994,0.70894,0.76897,1.1288,1.16718,1.32805e-05,1.32805e-05,1.32805e-05
291,141.288,0.51514,0.50873,0.79673,0.96302,0.72222,0.71994,0.70894,0.76897,1.1288,1.16718,1.27117e-05,1.27117e-05,1.27117e-05
292,142.035,0.64541,0.64278,0.84933,0.96221,0.72222,0.71978,0.70878,0.77123,1.14132,1.16991,1.21968e-05,1.21968e-05,1.21968e-05
293,142.828,0.55256,0.51389,0.83561,0.96221,0.72222,0.71978,0.70878,0.77123,1.14132,1.16991,1.1736e-05,1.1736e-05,1.1736e-05
294,143.588,0.70197,0.56206,0.86261,0.96144,0.72222,0.71965,0.70865,0.78546,1.17386,1.18125,1.13293e-05,1.13293e-05,1.13293e-05
295,144.295,0.56808,0.49901,0.82902,0.96144,0.72222,0.71965,0.70865,0.78546,1.17386,1.18125,1.09768e-05,1.09768e-05,1.09768e-05
296,145.049,0.54559,0.51078,0.76914,0.96108,0.72222,0.71949,0.70849,0.80476,1.21733,1.20528,1.06784e-05,1.06784e-05,1.06784e-05
297,145.659,0.61484,0.65097,0.86538,0.96108,0.72222,0.71949,0.70849,0.80476,1.21733,1.20528,1.04342e-05,1.04342e-05,1.04342e-05
298,146.444,0.55568,0.52697,0.83971,0.96097,0.72222,0.71937,0.70279,0.82801,1.22291,1.23802,1.02443e-05,1.02443e-05,1.02443e-05
299,147.081,0.646,0.54077,0.86631,0.96097,0.72222,0.71937,0.70279,0.82801,1.22291,1.23802,1.01086e-05,1.01086e-05,1.01086e-05
300,147.825,0.61419,0.50049,0.86449,0.96108,0.72222,0.7193,0.70272,0.846,1.23138,1.24751,1.00271e-05,1.00271e-05,1.00271e-05
1,0.907825,1.67573,4.64609,1.44169,0.00833,0.16667,0.01712,0.00514,0.89892,4.09016,1.32824,0.09901,1e-05,1e-05
2,1.25984,1.5009,4.65209,1.2952,0.00741,0.16667,0.01014,0.00304,0.88703,4.09191,1.32636,0.09703,2.99992e-05,2.99992e-05
3,1.65261,1.94078,4.78011,1.44249,0.0021,0.33333,0.08532,0.00961,1.11267,3.94361,1.4633,0.09505,4.99946e-05,4.99946e-05
4,2.06619,1.51475,4.31258,1.39563,0.00184,0.33333,0.00706,0.00232,2.19686,3.75715,2.03033,0.09307,6.99829e-05,6.99829e-05
5,2.48246,1.40699,3.96742,1.15174,0.00137,0.33333,0.16837,0.05079,2.50179,3.75675,2.23861,0.09109,8.99609e-05,8.99609e-05
6,2.87049,1.75715,3.57593,1.14961,0.00074,0.33333,0.17141,0.13587,1.87758,3.62276,1.60389,0.0891099,0.000109925,0.000109925
7,3.28534,1.43592,2.72548,1.06782,0.00074,0.33333,0.09639,0.05809,1.72271,3.91691,1.42689,0.0871299,0.000129873,0.000129873
8,3.68304,1.21779,2.29526,1.02083,0.00074,0.33333,0.1953,0.04859,1.53025,3.9172,1.53599,0.0851498,0.000149801,0.000149801
9,4.05316,1.35657,2.46219,1.17291,0.00074,0.33333,0.19833,0.05274,1.55854,3.89721,1.47487,0.0831697,0.000169705,0.000169705
10,4.45097,1.4176,2.492,1.0776,0.00074,0.33333,0.11028,0.03556,1.39967,3.81029,1.44497,0.0811896,0.000189583,0.000189583
11,4.82958,1.45598,1.74021,1.12983,0.00074,0.33333,0.02764,0.01872,1.18017,3.73385,1.34297,0.0792094,0.000209431,0.000209431
12,5.19878,1.42533,1.69534,1.10363,0.00074,0.33333,0.00904,0.00771,1.00626,3.69973,1.21475,0.0772292,0.000229245,0.000229245
13,5.5834,1.28006,1.63199,1.02157,0.00074,0.33333,0.01004,0.00748,0.89153,3.67181,1.10206,0.075249,0.000249024,0.000249024
14,5.9541,1.23212,1.74853,1.00713,0.00074,0.33333,0.01978,0.01186,1.06362,3.61358,1.24424,0.0732688,0.000268763,0.000268763
15,6.39088,1.23715,1.58253,1.061,0.00074,0.33333,0.02042,0.01494,1.25825,3.5434,1.40848,0.0712885,0.00028846,0.00028846
